citation,author,title,year
776,Bernhard Schölkopf,Measuring statistical dependence with Hilbert-Schmidt norms,2000
775,Bernhard Schölkopf,Support vector method for novelty detection,1995
773,Bernhard Schölkopf,Extracting support data for a given task,1999
771,Bernhard Schölkopf,Introduction to support vector learning,2004
762,Bernhard Schölkopf,Kernel methods in computational biology,1998
747,Bernhard Schölkopf,Learning with kernels,2004
737,Bernhard Schölkopf,Ranking on data manifolds,1998
721,Bernhard Schölkopf,The connection between regularization operators and support vector kernels,2007
717,Bernhard Schölkopf,Common sequence polymorphisms shaping genetic diversity in Arabidopsis thaliana,2000
717,Bernhard Schölkopf,Sparse greedy matrix approximation for machine learning,2000
710,Bernhard Schölkopf,Sparse greedy matrix approximation for machine learning,1997
709,Bernhard Schölkopf,Support vector learning,1997
697,Bernhard Schölkopf,Support vector learning,2007
661,Bernhard Schölkopf,"Learning with hypergraphs: Clustering, classification, and embedding",2002
600,Bernhard Schölkopf,Training invariant support vector machines,1997
583,Bernhard Schölkopf,Improving the accuracy and speed of support vector machines,1999
575,Bernhard Schölkopf,Engineering support vector machine kernels that recognize translation initiation sites,2001
562,Bernhard Schölkopf,The kernel trick for distances,2004
558,Bernhard Schölkopf,A kernel view of the dimensionality reduction of manifolds,2007
539,Bernhard Schölkopf,A collapsed variational Bayesian inference algorithm for latent Dirichlet allocation,2003
509,Bernhard Schölkopf,Cluster kernels for semi-supervised learning,2008
476,Bernhard Schölkopf,Support vector machines and kernels for computational biology,2006
475,Bernhard Schölkopf,Integrating structured biological data by kernel maximum mean discrepancy,2007
474,Bernhard Schölkopf,A Hilbert space embedding for distributions,2004
450,Bernhard Schölkopf,Support vector channel selection in BCI,2008
450,Bernhard Schölkopf,MRI-based attenuation correction for PET/MRI: a novel approach combining pattern recognition and atlas registration,2008
444,Bernhard Schölkopf,MRI-based attenuation correction for PET/MRI: a novel approach combining pattern recognition and atlas registration,2011
437,Bernhard Schölkopf,Uncovering the temporal dynamics of diffusion networks,2005
417,Bernhard Schölkopf,A tutorial on ,2005
409,Bernhard Schölkopf,‐support vector machines,1998
407,Bernhard Schölkopf,Learning from labeled and unlabeled data on a directed graph,2008
405,Bernhard Schölkopf,Generalized support vector machines,2007
400,Bernhard Schölkopf,A kernel statistical test of independence,1998
394,Bernhard Schölkopf,Predicting structured data,2009
379,Bernhard Schölkopf,Prior knowledge in support vector kernels,1997
373,Bernhard Schölkopf,Nonlinear causal discovery with additive noise models,2003
366,Bernhard Schölkopf,"On a Kernel-based Method for Pattern Recognition, Regression, Approximation, and Operator Inversion",2002
354,Bernhard Schölkopf,Feature selection for support vector machines by means of genetic algorithm,2000
353,Bernhard Schölkopf,Learning with kernels,2010
353,Bernhard Schölkopf,Advances in large margin classifiers,1996
352,Bernhard Schölkopf,Hilbert space embeddings and metrics on probability measures,2007
336,Bernhard Schölkopf,Incorporating invariances in support vector learning machines,2000
331,Bernhard Schölkopf,Speakers optimize information density through syntactic reduction,2004
330,Bernhard Schölkopf,Support vector method for novelty detection,2009
328,Bernhard Schölkopf,Support vector machine applications in computational biology,1999
325,Bernhard Schölkopf,Towards quantitative PET/MRI: a review of MR-based attenuation correction techniques,2008
322,Bernhard Schölkopf,"Pairwise classification and support vector machines, Advances in kernel methods: support vector learning",1999
317,Bernhard Schölkopf,Kernel measures of conditional dependence,1996
298,Bernhard Schölkopf,Functional gradient techniques for combining hypotheses,2005
290,Bernhard Schölkopf,Comparison of view-based object recognition algorithms using realistic 3D models,1998
282,Bernhard Schölkopf,Iterative kernel principal component analysis for image modeling,2004
278,Bernhard Schölkopf,Learning view graphs for robot navigation,1998
265,Bernhard Schölkopf,Semi-supervised protein classification using cluster kernels,2002
263,Bernhard Schölkopf,Where did I take that snapshot? Scene-based homing by image matching,2009
258,Bernhard Schölkopf,Constructing boosting algorithms from SVMs: An application to one-class classification,2006
256,Bernhard Schölkopf,Covariate shift by kernel mean matching,2007
255,Bernhard Schölkopf,11 label propagation and quadratic criterion,2008
251,Bernhard Schölkopf,A local learning approach for clustering,2005
244,Bernhard Schölkopf,Advances in Neural Information Processing Systems 20,2004
243,Bernhard Schölkopf,Kernel methods for measuring independence,2007
241,Bernhard Schölkopf,A primer on kernel methods,2011
233,Bernhard Schölkopf,A nonparametric approach to bottom-up visual saliency,2003
232,Bernhard Schölkopf,MRI-based attenuation correction for whole-body PET/MRI: quantitative evaluation of segmentation-and atlas-based methods,2011
232,Bernhard Schölkopf,Constructing Descriptive and Discriminative Nonlinear Features: Rayleigh Coefficients in Kernel Feature Spaces,2005
232,Bernhard Schölkopf,Fast removal of non-uniform camera shake,2000
229,Bernhard Schölkopf,Fast protein classification with multiple networks,2001
228,Bernhard Schölkopf,Invariant feature extraction and classification in kernel spaces,2013
225,Bernhard Schölkopf,Computationally efficient face detection,2012
220,Bernhard Schölkopf,Structure and dynamics of information pathways in online media,2001
215,Bernhard Schölkopf,Kernel-based conditional independence test and application in causal discovery,2005
14657,Maurizio Pierini,Observation of a new boson at a mass of 125 GeV with the CMS experiment at the LHC,2012
1747,Maurizio Pierini,Precise determination of the mass of the Higgs boson and tests of compatibility of its couplings with the standard model predictions using proton collisions at 7 and 8,2015
1353,Maurizio Pierini,Observation of a new boson with mass near 125 GeV in pp collisions at sqrt (s)= 7 and 8 TeV,2013
1139,Maurizio Pierini,Event generator tunes obtained from underlying event and multiparton scattering measurements,2016
1119,Maurizio Pierini,"The BaBar detector: upgrades, operation and performance",2013
1017,Maurizio Pierini,Jet energy scale and resolution in the CMS experiment in pp collisions at 8 TeV,2016
966,Maurizio Pierini,Search for Narrow Resonances Decaying to Dijets in Proton-Proton Collisions at ,2016
956,Maurizio Pierini,Observation of a Narrow Meson State Decaying to ,2003
930,Maurizio Pierini, at a Mass of ,2005
926,Maurizio Pierini,Observation of a Broad Structure in the ,2013
925,Maurizio Pierini, Mass Spectrum around ,2014
800,Maurizio Pierini,Search for supersymmetry in hadronic final states with missing transverse energy using the variables αT and b-quark multiplicity in pp collisions at ,2016
720,Maurizio Pierini,Measurement of the properties of a Higgs boson in the four-lepton final state,2005
718,Maurizio Pierini,Measurements of the Higgs boson production and decay rates and constraints on its couplings from a combined ATLAS and CMS analysis of the LHC ,2010
715,Maurizio Pierini, collision data …,2010
700,Maurizio Pierini,Study of the ,2016
669,Maurizio Pierini, decay and measurement of the ,2014
663,Maurizio Pierini, branching fraction,2012
657,Maurizio Pierini,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",2012
651,Maurizio Pierini,Transverse-Momentum and Pseudorapidity Distributions of Charged Hadrons in ,2014
634,Maurizio Pierini, Collisions at ,2014
617,Maurizio Pierini,Handbook of LHC Higgs cross sections: 4. Deciphering the nature of the Higgs sector,2010
616,Maurizio Pierini,Evidence for the 125 GeV Higgs boson decaying to a pair of ,2011
595,Maurizio Pierini, leptons,2015
577,Maurizio Pierini,Study of the mass and spin-parity of the Higgs boson candidate via its decays to Z boson pairs,2013
572,Maurizio Pierini,Study of high- pT charged particle su p pression in PbPb com pared to p p collisions at ,2013
569,Maurizio Pierini,Search for the standard model Higgs boson produced in association with a ,2013
556,Maurizio Pierini, or a ,2014
548,Maurizio Pierini, boson and decaying to bottom quarks,2015
524,Maurizio Pierini,Observation of the diphoton decay of the Higgs boson and measurement of its properties,2014
522,Maurizio Pierini,Transverse-momentum and pseudorapidity distributions of charged hadrons in pp collisions at ,2010
522,Maurizio Pierini, and 2.36 TeV,2010
518,Maurizio Pierini,Observation and studies of jet quenching in PbPb collisions at ,2013
514,Maurizio Pierini, TeV,2011
509,Maurizio Pierini,Combined Measurement of the Higgs Boson Mass in ,2007
503,Maurizio Pierini, Collisions at ,2008
498,Maurizio Pierini, and 8 TeV with the ATLAS and CMS Experiments,2015
433,Maurizio Pierini,Multiplicity and transverse momentum dependence of two-and four-particle correlations in pPb and PbPb collisions,2012
399,Maurizio Pierini,Search for top-squark pair production in the single-lepton final state in pp collisions at ,2012
393,Maurizio Pierini,"Observation of long-range, near-side angular correlations in pPb collisions at the LHC",2012
392,Maurizio Pierini,Search for new physics in the multijet and missing transverse momentum final state in proton-proton collisions at ,2017
392,Maurizio Pierini, = 8 TeV,2013
391,Maurizio Pierini,Constraints on the spin-parity and anomalous ,2014
388,Maurizio Pierini, couplings of the Higgs boson in proton collisions at 7 and 8 TeV,2014
388,Maurizio Pierini,First look at the physics case of TLEP,2010
387,Maurizio Pierini,CMS tracking performance results from early LHC operation,2005
385,Maurizio Pierini,Searches for Lepton Flavor Violation in the Decays ,2014
380,Maurizio Pierini, and ,2007
375,Maurizio Pierini,Energy calibration and resolution of the CMS electromagnetic calorimeter in pp collisions at sqrt (s)= 7 TeV,2006
371,Maurizio Pierini,Missing transverse energy performance of the CMS detector,2011
369,Maurizio Pierini,Evidence for ,2012
358,Maurizio Pierini, Mixing,2015
351,Maurizio Pierini,Model-independent constraints on ΔF= 2 operators and the scale of new physics,2016
348,Maurizio Pierini,Measurement of the differential cross section for top quark pair production in pp collisions at ,2012
345,Maurizio Pierini,Jet production rates in association with W and Z bosons in pp collisions at ,2014
341,Maurizio Pierini,"Suppression of non-prompt J/ ψ, prompt J/ ψ, and ",2014
341,Maurizio Pierini,(1S) in PbPb collisions at ,2006
335,Maurizio Pierini, TeV,2015
331,Maurizio Pierini,Observation of Sequential ,2012
330,Maurizio Pierini, Suppression in PbPb Collisions,2014
330,Maurizio Pierini,Search for new phenomena with the ,2014
327,Maurizio Pierini, variable in the all-hadronic final state produced in proton–proton collisions at ,2012
327,Maurizio Pierini,s=13,2011
326,Maurizio Pierini,TeV,2011
324,Maurizio Pierini,Measurement of the ,2012
323,Maurizio Pierini, Branching Fraction and Search for ,2017
315,Maurizio Pierini, with the CMS Experiment,2014
313,Maurizio Pierini,Search for neutral MSSM Higgs bosons decaying to a pair of tau leptons in pp collisions,2010
307,Maurizio Pierini,"Searches for electroweak production of charginos, neutralinos, and sleptons decaying to leptons and W, Z, and Higgs bosons in pp collisions at 8 TeV",2008
305,Maurizio Pierini,Measurement of the Isolated Prompt Photon Production Cross Section in pp Collisions at sqrt (s)= 7 TeV,2011
298,Maurizio Pierini,The 2004 UTfit collaboration report on the status of the unitarity triangle in the standard model,2011
296,Maurizio Pierini,Search for the associated production of the Higgs boson with a top-quark pair,2014
